Site,DO,Temp,Sal,Habitat,Site_Habitat,Time_Date
PG,11.2,18,31.7,Bare,PG.Bare,8/7/18 9:00
PG,11.5,18.2,32.1,Bare,PG.Bare,8/7/18 9:10
PG,11.8,18.4,31.1,Bare,PG.Bare,8/7/18 9:20
PG,12.2,18.5,31.6,Bare,PG.Bare,8/7/18 9:30
PG,12.4,18.6,31.6,Bare,PG.Bare,8/7/18 9:40
PG,12.7,18.7,32,Bare,PG.Bare,8/7/18 9:50
PG,12.7,18.8,32,Bare,PG.Bare,8/7/18 10:00
PG,12.8,18.8,31,Bare,PG.Bare,8/7/18 10:10
PG,11.4,17.9,30.9,Bare,PG.Bare,8/7/18 10:20
PG,10.9,17.3,31.8,Bare,PG.Bare,8/7/18 10:30
PG,11.2,17.1,32,Bare,PG.Bare,8/7/18 10:40
PG,10.9,16.9,32.1,Bare,PG.Bare,8/7/18 10:50
PG,11.2,16.9,32.2,Bare,PG.Bare,8/7/18 11:00
PG,11,16.8,32.2,Bare,PG.Bare,8/7/18 11:10
PG,10.8,16.7,32.1,Bare,PG.Bare,8/7/18 11:20
PG,10.6,16.5,32.3,Bare,PG.Bare,8/7/18 11:30
PG,10,16.2,32.3,Bare,PG.Bare,8/7/18 11:40
PG,9.7,15.9,32.3,Bare,PG.Bare,8/7/18 11:50
PG,9.5,15.8,32.5,Bare,PG.Bare,8/7/18 12:00
PG,9.2,15.7,32.5,Bare,PG.Bare,8/7/18 12:10
PG,9.1,15.6,32.6,Bare,PG.Bare,8/7/18 12:20
PG,8.9,15.5,32.6,Bare,PG.Bare,8/7/18 12:30
PG,8.4,15.5,32.7,Bare,PG.Bare,8/7/18 12:40
PG,8.4,15.4,32.5,Bare,PG.Bare,8/7/18 12:50
PG,8.3,15.3,32.5,Bare,PG.Bare,8/7/18 13:00
PG,8.3,15.3,32.6,Bare,PG.Bare,8/7/18 13:10
PG,8.6,15.3,32.7,Bare,PG.Bare,8/7/18 13:20
PG,8.5,15.4,32.7,Bare,PG.Bare,8/7/18 13:30
PG,8.7,15.4,32.6,Bare,PG.Bare,8/7/18 13:40
PG,8.8,15.5,32.6,Bare,PG.Bare,8/7/18 13:50
PG,9,15.5,32.6,Bare,PG.Bare,8/7/18 14:00
PG,9.1,15.5,32.6,Bare,PG.Bare,8/7/18 14:10
PG,8.8,15.4,32.6,Bare,PG.Bare,8/7/18 14:20
PG,8.5,15.3,32.6,Bare,PG.Bare,8/7/18 14:30
PG,8.1,15.2,32.6,Bare,PG.Bare,8/7/18 14:40
PG,8.1,15.1,32.6,Bare,PG.Bare,8/7/18 14:50
PG,8.2,15.1,32.7,Bare,PG.Bare,8/7/18 15:00
PG,8.2,15.1,32.7,Bare,PG.Bare,8/7/18 15:10
PG,8.2,15.1,32.7,Bare,PG.Bare,8/7/18 15:20
PG,8.3,15.1,32.7,Bare,PG.Bare,8/7/18 15:30
PG,8.4,15.1,32.8,Bare,PG.Bare,8/7/18 15:40
PG,8.4,15.1,32.7,Bare,PG.Bare,8/7/18 15:50
PG,8.5,15.1,32.8,Bare,PG.Bare,8/7/18 16:00
PG,8.6,15.2,32.8,Bare,PG.Bare,8/7/18 16:10
PG,8.7,15.2,32.8,Bare,PG.Bare,8/7/18 16:20
PG,8.8,15.2,32.9,Bare,PG.Bare,8/7/18 16:30
PG,8.8,15.3,32.8,Bare,PG.Bare,8/7/18 16:40
PG,8.9,15.3,32.8,Bare,PG.Bare,8/7/18 16:50
PG,8.9,15.3,32.8,Bare,PG.Bare,8/7/18 17:00
PG,8.8,15.3,32.8,Bare,PG.Bare,8/7/18 17:10
PG,8.7,15.3,32.7,Bare,PG.Bare,8/7/18 17:20
PG,8.6,15.2,32.8,Bare,PG.Bare,8/7/18 17:30
PG,8.5,15.2,32.8,Bare,PG.Bare,8/7/18 17:40
PG,8.5,15.2,32.8,Bare,PG.Bare,8/7/18 17:50
PG,8.4,15.2,32.8,Bare,PG.Bare,8/7/18 18:00
PG,8.4,15.2,32.7,Bare,PG.Bare,8/7/18 18:10
PG,8.4,15.3,32.8,Bare,PG.Bare,8/7/18 18:20
PG,8.5,15.3,32.9,Bare,PG.Bare,8/7/18 18:30
PG,8.5,15.3,32.7,Bare,PG.Bare,8/7/18 18:40
PG,8.5,15.3,32.8,Bare,PG.Bare,8/7/18 18:50
PG,8.6,15.4,32.8,Bare,PG.Bare,8/7/18 19:00
PG,8.6,15.4,32.7,Bare,PG.Bare,8/7/18 19:10
PG,8.7,15.5,32.7,Bare,PG.Bare,8/7/18 19:20
PG,9,15.6,32.7,Bare,PG.Bare,8/7/18 19:30
PG,9,15.7,32.7,Bare,PG.Bare,8/7/18 19:40
PG,8.9,15.8,32.7,Bare,PG.Bare,8/7/18 19:50
PG,9,15.8,32.7,Bare,PG.Bare,8/7/18 20:00
PG,9.1,16,32.7,Bare,PG.Bare,8/7/18 20:10
PG,8.9,16,32.6,Bare,PG.Bare,8/7/18 20:20
PG,8.8,16,32.6,Bare,PG.Bare,8/7/18 20:30
PG,8.8,16,32.6,Bare,PG.Bare,8/7/18 20:40
PG,8.6,15.9,32.6,Bare,PG.Bare,8/7/18 20:50
PG,8.5,15.9,32.7,Bare,PG.Bare,8/7/18 21:00
PG,8.6,16,32.6,Bare,PG.Bare,8/7/18 21:10
PG,8.6,16,32.5,Bare,PG.Bare,8/7/18 21:20
PG,8.5,16.1,32.5,Bare,PG.Bare,8/7/18 21:30
PG,8.5,16.1,32.5,Bare,PG.Bare,8/7/18 21:40
PG,8.4,16.1,32.7,Bare,PG.Bare,8/7/18 21:50
PG,8.5,16.1,32.7,Bare,PG.Bare,8/7/18 22:00
PG,8.6,16.1,32.7,Bare,PG.Bare,8/7/18 22:10
PG,8.6,16.1,32.7,Bare,PG.Bare,8/7/18 22:20
PG,8.7,16.1,32.7,Bare,PG.Bare,8/7/18 22:30
PG,8.6,16.2,32.7,Bare,PG.Bare,8/7/18 22:40
PG,8.4,16.1,32.7,Bare,PG.Bare,8/7/18 22:50
PG,8.1,16.1,32.7,Bare,PG.Bare,8/7/18 23:00
PG,8.1,16.1,32.7,Bare,PG.Bare,8/7/18 23:10
PG,8.2,16.1,32.6,Bare,PG.Bare,8/7/18 23:20
PG,8.3,16.1,32.8,Bare,PG.Bare,8/7/18 23:30
PG,8.3,16.1,32.8,Bare,PG.Bare,8/7/18 23:40
PG,8.2,16.1,32.8,Bare,PG.Bare,8/7/18 23:50
PG,8.1,16.1,32.7,Bare,PG.Bare,8/8/18 0:00
PG,8.1,16.1,32.8,Bare,PG.Bare,8/8/18 0:10
PG,7.8,15.7,32.5,Bare,PG.Bare,8/8/18 0:20
PG,7.3,15.6,32.7,Bare,PG.Bare,8/8/18 0:30
PG,7.3,15.5,32.8,Bare,PG.Bare,8/8/18 0:40
PG,7.3,15.5,32.8,Bare,PG.Bare,8/8/18 0:50
PG,7.1,15.5,32.8,Bare,PG.Bare,8/8/18 1:00
PG,7.1,15.6,32.8,Bare,PG.Bare,8/8/18 1:10
PG,7.1,15.6,32.8,Bare,PG.Bare,8/8/18 1:20
PG,7.2,15.6,32.8,Bare,PG.Bare,8/8/18 1:30
PG,7.3,15.6,32.8,Bare,PG.Bare,8/8/18 1:40
PG,7.6,15.6,32.8,Bare,PG.Bare,8/8/18 1:50
PG,7.3,15.6,32.8,Bare,PG.Bare,8/8/18 2:00
PG,7.2,15.5,32.8,Bare,PG.Bare,8/8/18 2:10
PG,7.4,15.6,32.9,Bare,PG.Bare,8/8/18 2:20
PG,7.2,15.6,32.9,Bare,PG.Bare,8/8/18 2:30
PG,7.5,15.6,32.9,Bare,PG.Bare,8/8/18 2:40
PG,7.3,15.6,32.8,Bare,PG.Bare,8/8/18 2:50
PG,7.2,15.6,32.8,Bare,PG.Bare,8/8/18 3:00
PG,7.1,15.6,32.8,Bare,PG.Bare,8/8/18 3:10
PG,7.2,15.6,32.8,Bare,PG.Bare,8/8/18 3:20
PG,7,15.6,32.8,Bare,PG.Bare,8/8/18 3:30
PG,6.9,15.6,32.5,Bare,PG.Bare,8/8/18 3:40
PG,6.7,15.6,32.5,Bare,PG.Bare,8/8/18 3:50
PG,6.7,15.6,32.5,Bare,PG.Bare,8/8/18 4:00
PG,6.6,15.6,32.7,Bare,PG.Bare,8/8/18 4:10
PG,6.7,15.7,32.8,Bare,PG.Bare,8/8/18 4:20
PG,7.1,15.7,32.8,Bare,PG.Bare,8/8/18 4:30
PG,7.2,15.8,32.8,Bare,PG.Bare,8/8/18 4:40
PG,7.2,15.8,32.8,Bare,PG.Bare,8/8/18 4:50
PG,7.2,15.9,32.8,Bare,PG.Bare,8/8/18 5:00
PG,7.2,15.9,32.8,Bare,PG.Bare,8/8/18 5:10
PG,7.1,16,32.8,Bare,PG.Bare,8/8/18 5:20
PG,7.3,16.1,32.7,Bare,PG.Bare,8/8/18 5:30
PG,7.1,16.1,32.6,Bare,PG.Bare,8/8/18 5:40
PG,7.1,16.3,32.6,Bare,PG.Bare,8/8/18 5:50
PG,7.4,16.5,32.5,Bare,PG.Bare,8/8/18 6:00
PG,7.7,16.7,32.5,Bare,PG.Bare,8/8/18 6:10
PG,7.7,16.8,32.4,Bare,PG.Bare,8/8/18 6:20
PG,7.7,16.9,32.4,Bare,PG.Bare,8/8/18 6:30
PG,7.7,16.9,32.3,Bare,PG.Bare,8/8/18 6:40
PG,7.1,16.9,32.3,Bare,PG.Bare,8/8/18 6:50
PG,7.2,16.9,32.3,Bare,PG.Bare,8/8/18 7:00
PG,12.6,18.5,32.7,Eelgrass,PG.Eelgrass,8/7/18 9:00
PG,12.6,18.6,32.7,Eelgrass,PG.Eelgrass,8/7/18 9:10
PG,12.8,18.6,32.7,Eelgrass,PG.Eelgrass,8/7/18 9:20
PG,12.9,18.7,32.6,Eelgrass,PG.Eelgrass,8/7/18 9:30
PG,12.9,18.7,32.7,Eelgrass,PG.Eelgrass,8/7/18 9:40
PG,11.4,17.7,32.4,Eelgrass,PG.Eelgrass,8/7/18 9:50
PG,12.4,18.4,32.8,Eelgrass,PG.Eelgrass,8/7/18 10:00
PG,12.5,18,32.5,Eelgrass,PG.Eelgrass,8/7/18 10:10
PG,13,17.8,32.7,Eelgrass,PG.Eelgrass,8/7/18 10:20
PG,12.1,16.7,32.6,Eelgrass,PG.Eelgrass,8/7/18 10:30
PG,10.5,16.3,32.6,Eelgrass,PG.Eelgrass,8/7/18 10:40
PG,9.9,16.2,32.7,Eelgrass,PG.Eelgrass,8/7/18 10:50
PG,9.4,15.8,32.7,Eelgrass,PG.Eelgrass,8/7/18 11:00
PG,9.2,15.8,32.9,Eelgrass,PG.Eelgrass,8/7/18 11:10
PG,9.1,15.9,32.9,Eelgrass,PG.Eelgrass,8/7/18 11:20
PG,9.1,15.8,32.9,Eelgrass,PG.Eelgrass,8/7/18 11:30
PG,9,15.8,32.9,Eelgrass,PG.Eelgrass,8/7/18 11:40
PG,8.9,15.7,32.9,Eelgrass,PG.Eelgrass,8/7/18 11:50
PG,8.7,15.6,32.9,Eelgrass,PG.Eelgrass,8/7/18 12:00
PG,8.8,15.6,33,Eelgrass,PG.Eelgrass,8/7/18 12:10
PG,8.7,15.6,33,Eelgrass,PG.Eelgrass,8/7/18 12:20
PG,8.8,15.6,32.9,Eelgrass,PG.Eelgrass,8/7/18 12:30
PG,8.6,15.5,32.9,Eelgrass,PG.Eelgrass,8/7/18 12:40
PG,8.4,15.3,32.9,Eelgrass,PG.Eelgrass,8/7/18 12:50
PG,8.4,15.2,32.9,Eelgrass,PG.Eelgrass,8/7/18 13:00
PG,8.4,15.1,32.9,Eelgrass,PG.Eelgrass,8/7/18 13:10
PG,8.3,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 13:20
PG,8.3,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 13:30
PG,8.4,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 13:40
PG,8.6,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 13:50
PG,8.4,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 14:00
PG,8.6,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 14:10
PG,8.3,15,33,Eelgrass,PG.Eelgrass,8/7/18 14:20
PG,8.3,15,33,Eelgrass,PG.Eelgrass,8/7/18 14:30
PG,8.3,15,32.9,Eelgrass,PG.Eelgrass,8/7/18 14:40
PG,8.4,14.9,33,Eelgrass,PG.Eelgrass,8/7/18 14:50
PG,8.6,15,33,Eelgrass,PG.Eelgrass,8/7/18 15:00
PG,8.7,15,33,Eelgrass,PG.Eelgrass,8/7/18 15:10
PG,8.6,15,33,Eelgrass,PG.Eelgrass,8/7/18 15:20
PG,8.6,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 15:30
PG,9.1,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 15:40
PG,9.1,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 15:50
PG,9.1,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 16:00
PG,9.2,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 16:10
PG,9.5,15.2,33,Eelgrass,PG.Eelgrass,8/7/18 16:20
PG,9.2,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 16:30
PG,9,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 16:40
PG,9.2,15.1,33,Eelgrass,PG.Eelgrass,8/7/18 16:50
PG,9.2,15.3,33.1,Eelgrass,PG.Eelgrass,8/7/18 17:00
PG,9.7,15.4,33.1,Eelgrass,PG.Eelgrass,8/7/18 17:10
PG,10.1,15.5,33.1,Eelgrass,PG.Eelgrass,8/7/18 17:20
PG,9.5,15.7,33.1,Eelgrass,PG.Eelgrass,8/7/18 17:30
PG,9.8,15.9,33.1,Eelgrass,PG.Eelgrass,8/7/18 17:40
PG,9.5,15.5,32.9,Eelgrass,PG.Eelgrass,8/7/18 17:50
PG,9.8,15.5,33,Eelgrass,PG.Eelgrass,8/7/18 18:00
PG,9.8,15.7,33.1,Eelgrass,PG.Eelgrass,8/7/18 18:10
PG,10.2,15.9,33.1,Eelgrass,PG.Eelgrass,8/7/18 18:20
PG,10.2,16,33.1,Eelgrass,PG.Eelgrass,8/7/18 18:30
PG,9.6,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 18:40
PG,9.4,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 18:50
PG,9.3,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:00
PG,9.3,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:10
PG,9,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:20
PG,9,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:30
PG,8.7,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:40
PG,8.7,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 19:50
PG,8.8,16.3,33.1,Eelgrass,PG.Eelgrass,8/7/18 20:00
PG,8.6,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 20:10
PG,8.6,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 20:20
PG,8.7,16.1,33,Eelgrass,PG.Eelgrass,8/7/18 20:30
PG,8.5,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 20:40
PG,8.4,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 20:50
PG,8.2,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:00
PG,7.5,16.1,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:10
PG,7.1,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:20
PG,7.5,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:30
PG,8,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:40
PG,7.8,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 21:50
PG,7.6,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 22:00
PG,7.4,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 22:10
PG,7.4,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 22:20
PG,7.4,16.2,33.1,Eelgrass,PG.Eelgrass,8/7/18 22:30
PG,7.3,16.1,33,Eelgrass,PG.Eelgrass,8/7/18 22:40
PG,7.2,15.8,32.9,Eelgrass,PG.Eelgrass,8/7/18 22:50
PG,7.4,15.8,33,Eelgrass,PG.Eelgrass,8/7/18 23:00
PG,7.4,15.8,33,Eelgrass,PG.Eelgrass,8/7/18 23:10
PG,7.7,15.9,33,Eelgrass,PG.Eelgrass,8/7/18 23:20
PG,7.7,16,33.1,Eelgrass,PG.Eelgrass,8/7/18 23:30
PG,7.8,16,33.1,Eelgrass,PG.Eelgrass,8/7/18 23:40
PG,8,16,33.1,Eelgrass,PG.Eelgrass,8/7/18 23:50
PG,7.9,15.8,33,Eelgrass,PG.Eelgrass,8/8/18 0:00
PG,7.9,15.6,33,Eelgrass,PG.Eelgrass,8/8/18 0:10
PG,7.8,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 0:20
PG,7.8,15.4,33,Eelgrass,PG.Eelgrass,8/8/18 0:30
PG,7.8,15.4,33.1,Eelgrass,PG.Eelgrass,8/8/18 0:40
PG,7.8,15.4,33.1,Eelgrass,PG.Eelgrass,8/8/18 0:50
PG,7.9,15.4,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:00
PG,8,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:10
PG,8,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:20
PG,7.8,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:30
PG,8.2,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:40
PG,8.3,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 1:50
PG,8.3,15.6,33,Eelgrass,PG.Eelgrass,8/8/18 2:00
PG,8.3,15.5,33,Eelgrass,PG.Eelgrass,8/8/18 2:10
PG,8.4,15.5,33,Eelgrass,PG.Eelgrass,8/8/18 2:20
PG,8.4,15.5,32.9,Eelgrass,PG.Eelgrass,8/8/18 2:30
PG,8.3,15.5,32.9,Eelgrass,PG.Eelgrass,8/8/18 2:40
PG,8.3,15.5,32.9,Eelgrass,PG.Eelgrass,8/8/18 2:50
PG,8.3,15.5,33.1,Eelgrass,PG.Eelgrass,8/8/18 3:00
PG,8.2,15.4,33.1,Eelgrass,PG.Eelgrass,8/8/18 3:10
PG,8.1,15.4,33.1,Eelgrass,PG.Eelgrass,8/8/18 3:20
PG,7.9,15.4,33,Eelgrass,PG.Eelgrass,8/8/18 3:30
PG,7.9,15.4,33,Eelgrass,PG.Eelgrass,8/8/18 3:40
PG,7.8,15.4,32.9,Eelgrass,PG.Eelgrass,8/8/18 3:50
PG,7.5,15.4,33,Eelgrass,PG.Eelgrass,8/8/18 4:00
PG,7.5,15.6,32.8,Eelgrass,PG.Eelgrass,8/8/18 4:10
PG,7.6,15.7,33,Eelgrass,PG.Eelgrass,8/8/18 4:20
PG,7.6,15.7,32.9,Eelgrass,PG.Eelgrass,8/8/18 4:30
PG,7.5,15.7,32.9,Eelgrass,PG.Eelgrass,8/8/18 4:40
PG,7.5,15.8,32.8,Eelgrass,PG.Eelgrass,8/8/18 4:50
PG,7.3,15.8,32.8,Eelgrass,PG.Eelgrass,8/8/18 5:00
PG,7.4,15.8,32.8,Eelgrass,PG.Eelgrass,8/8/18 5:10
PG,7.2,15.9,32.7,Eelgrass,PG.Eelgrass,8/8/18 5:20
PG,7.3,16,32.7,Eelgrass,PG.Eelgrass,8/8/18 5:30
PG,7.5,16.2,32.9,Eelgrass,PG.Eelgrass,8/8/18 5:40
PG,8.1,16.6,32.8,Eelgrass,PG.Eelgrass,8/8/18 5:50
PG,8.6,16.9,32.8,Eelgrass,PG.Eelgrass,8/8/18 6:00
PG,8.9,17.1,32.7,Eelgrass,PG.Eelgrass,8/8/18 6:10
PG,9,17.2,32.6,Eelgrass,PG.Eelgrass,8/8/18 6:20
PG,9.1,17.3,32.6,Eelgrass,PG.Eelgrass,8/8/18 6:30
PG,9.1,17.4,32.6,Eelgrass,PG.Eelgrass,8/8/18 6:40
PG,7.2,17,32.3,Eelgrass,PG.Eelgrass,8/8/18 6:50
PG,7.1,16.9,32.5,Eelgrass,PG.Eelgrass,8/8/18 7:00
CI,12.1,20.4,NA,Bare,CI.Bare,8/9/18 12:30
CI,11.5,19.7,NA,Bare,CI.Bare,8/9/18 12:40
CI,12,19.4,NA,Bare,CI.Bare,8/9/18 12:50
CI,11.8,19.3,NA,Bare,CI.Bare,8/9/18 13:00
CI,11.6,19.2,NA,Bare,CI.Bare,8/9/18 13:10
CI,11.4,19,NA,Bare,CI.Bare,8/9/18 13:20
CI,11.4,18.9,NA,Bare,CI.Bare,8/9/18 13:30
CI,11.8,18.8,NA,Bare,CI.Bare,8/9/18 13:40
CI,11.4,18.6,NA,Bare,CI.Bare,8/9/18 13:50
CI,12.2,18.5,NA,Bare,CI.Bare,8/9/18 14:00
CI,11.9,18.4,NA,Bare,CI.Bare,8/9/18 14:10
CI,11.4,18.2,NA,Bare,CI.Bare,8/9/18 14:20
CI,12,18.1,NA,Bare,CI.Bare,8/9/18 14:30
CI,11.4,18,NA,Bare,CI.Bare,8/9/18 14:40
CI,12.9,17.8,NA,Bare,CI.Bare,8/9/18 14:50
CI,11.9,17.6,NA,Bare,CI.Bare,8/9/18 15:00
CI,11.2,17.3,NA,Bare,CI.Bare,8/9/18 15:10
CI,10.1,17,NA,Bare,CI.Bare,8/9/18 15:20
CI,10.6,16.7,NA,Bare,CI.Bare,8/9/18 15:30
CI,12,16.6,NA,Bare,CI.Bare,8/9/18 15:40
CI,11.7,16.6,NA,Bare,CI.Bare,8/9/18 15:50
CI,11.5,16.8,NA,Bare,CI.Bare,8/9/18 16:00
CI,11.5,16.9,NA,Bare,CI.Bare,8/9/18 16:10
CI,12.9,17.3,NA,Bare,CI.Bare,8/9/18 16:20
CI,12.3,17.5,NA,Bare,CI.Bare,8/9/18 16:30
CI,12.2,17.7,NA,Bare,CI.Bare,8/9/18 16:40
CI,12.3,18,NA,Bare,CI.Bare,8/9/18 16:50
CI,11.1,18,NA,Bare,CI.Bare,8/9/18 17:00
CI,11.1,17.9,NA,Bare,CI.Bare,8/9/18 17:10
CI,10.2,17.6,NA,Bare,CI.Bare,8/9/18 17:20
CI,9.5,16.9,NA,Bare,CI.Bare,8/9/18 17:30
CI,9.1,16.3,NA,Bare,CI.Bare,8/9/18 17:40
CI,9.6,16.4,NA,Bare,CI.Bare,8/9/18 17:50
CI,9.7,16.5,NA,Bare,CI.Bare,8/9/18 18:00
CI,10.1,16.7,NA,Bare,CI.Bare,8/9/18 18:10
CI,10.6,16.7,NA,Bare,CI.Bare,8/9/18 18:20
CI,9.6,16.6,NA,Bare,CI.Bare,8/9/18 18:30
CI,9.8,16.6,NA,Bare,CI.Bare,8/9/18 18:40
CI,10.3,16.6,NA,Bare,CI.Bare,8/9/18 18:50
CI,10.4,16.6,NA,Bare,CI.Bare,8/9/18 19:00
CI,10.3,16.6,NA,Bare,CI.Bare,8/9/18 19:10
CI,9.8,16.5,NA,Bare,CI.Bare,8/9/18 19:20
CI,10,16.5,NA,Bare,CI.Bare,8/9/18 19:30
CI,10.3,16.6,NA,Bare,CI.Bare,8/9/18 19:40
CI,9.8,16.6,NA,Bare,CI.Bare,8/9/18 19:50
CI,10.5,16.6,NA,Bare,CI.Bare,8/9/18 20:00
CI,10.4,16.7,NA,Bare,CI.Bare,8/9/18 20:10
CI,10.7,16.7,NA,Bare,CI.Bare,8/9/18 20:20
CI,10.3,16.8,NA,Bare,CI.Bare,8/9/18 20:30
CI,9.8,16.8,NA,Bare,CI.Bare,8/9/18 20:40
CI,9.7,16.9,NA,Bare,CI.Bare,8/9/18 20:50
CI,9.8,16.9,NA,Bare,CI.Bare,8/9/18 21:00
CI,9.7,17,NA,Bare,CI.Bare,8/9/18 21:10
CI,10,17,NA,Bare,CI.Bare,8/9/18 21:20
CI,9.5,17,NA,Bare,CI.Bare,8/9/18 21:30
CI,9.7,17.1,NA,Bare,CI.Bare,8/9/18 21:40
CI,9.8,17.1,NA,Bare,CI.Bare,8/9/18 21:50
CI,9.7,17.1,NA,Bare,CI.Bare,8/9/18 22:00
CI,9.8,17.2,NA,Bare,CI.Bare,8/9/18 22:10
CI,10.5,17.3,NA,Bare,CI.Bare,8/9/18 22:20
CI,10.2,17.2,NA,Bare,CI.Bare,8/9/18 22:30
CI,9.6,17.3,NA,Bare,CI.Bare,8/9/18 22:40
CI,9.3,17.3,NA,Bare,CI.Bare,8/9/18 22:50
CI,10,17.4,NA,Bare,CI.Bare,8/9/18 23:00
CI,8.5,17.4,NA,Bare,CI.Bare,8/9/18 23:10
CI,9.1,17.4,NA,Bare,CI.Bare,8/9/18 23:20
CI,9.8,17.4,NA,Bare,CI.Bare,8/9/18 23:30
CI,9.8,17.5,NA,Bare,CI.Bare,8/9/18 23:40
CI,9.5,17.5,NA,Bare,CI.Bare,8/9/18 23:50
CI,10.2,17.7,NA,Bare,CI.Bare,8/10/18 0:00
CI,10.6,17.7,NA,Bare,CI.Bare,8/10/18 0:10
CI,10.2,17.8,NA,Bare,CI.Bare,8/10/18 0:20
CI,10,17.8,NA,Bare,CI.Bare,8/10/18 0:30
CI,10.1,17.8,NA,Bare,CI.Bare,8/10/18 0:40
CI,9.9,17.5,NA,Bare,CI.Bare,8/10/18 0:50
CI,10.8,17.3,NA,Bare,CI.Bare,8/10/18 1:00
CI,9.9,16.7,NA,Bare,CI.Bare,8/10/18 1:10
CI,9.2,16.4,NA,Bare,CI.Bare,8/10/18 1:20
CI,8.7,16.2,NA,Bare,CI.Bare,8/10/18 1:30
CI,8.7,16.1,NA,Bare,CI.Bare,8/10/18 1:40
CI,8.2,16,NA,Bare,CI.Bare,8/10/18 1:50
CI,8.4,16,NA,Bare,CI.Bare,8/10/18 2:00
CI,8.5,15.9,NA,Bare,CI.Bare,8/10/18 2:10
CI,8.5,15.8,NA,Bare,CI.Bare,8/10/18 2:20
CI,8.4,15.7,NA,Bare,CI.Bare,8/10/18 2:30
CI,8,15.7,NA,Bare,CI.Bare,8/10/18 2:40
CI,8.5,15.6,NA,Bare,CI.Bare,8/10/18 2:50
CI,8.1,15.5,NA,Bare,CI.Bare,8/10/18 3:00
CI,7.6,15.4,NA,Bare,CI.Bare,8/10/18 3:10
CI,7.3,15.3,NA,Bare,CI.Bare,8/10/18 3:20
CI,8,15.2,NA,Bare,CI.Bare,8/10/18 3:30
CI,8.1,15.2,NA,Bare,CI.Bare,8/10/18 3:40
CI,8,15.1,NA,Bare,CI.Bare,8/10/18 3:50
CI,7.8,15.1,NA,Bare,CI.Bare,8/10/18 4:00
CI,7.7,15.1,NA,Bare,CI.Bare,8/10/18 4:10
CI,7.3,15,NA,Bare,CI.Bare,8/10/18 4:20
CI,7.2,15,NA,Bare,CI.Bare,8/10/18 4:30
CI,6.3,15,NA,Bare,CI.Bare,8/10/18 4:40
CI,4.3,15,NA,Bare,CI.Bare,8/10/18 4:50
CI,2.8,15,NA,Bare,CI.Bare,8/10/18 5:00
CI,3.1,15,NA,Bare,CI.Bare,8/10/18 5:10
CI,6.7,15,NA,Bare,CI.Bare,8/10/18 5:20
CI,6.8,15.1,NA,Bare,CI.Bare,8/10/18 5:30
CI,7.1,15.1,NA,Bare,CI.Bare,8/10/18 5:40
CI,7,15.1,NA,Bare,CI.Bare,8/10/18 5:50
CI,7.3,15.1,NA,Bare,CI.Bare,8/10/18 6:00
CI,7.7,15.2,NA,Bare,CI.Bare,8/10/18 6:10
CI,8,15.4,NA,Bare,CI.Bare,8/10/18 6:20
