Site,DO,Temp,Sal,Habitat,Site_Habitat,Time_Date
SK,1.7,11.3,31.8,Bare,SK.Bare,8/12/18 4:30
SK,1.8,11.3,31.8,Bare,SK.Bare,8/12/18 4:40
SK,1.7,11.3,31.8,Bare,SK.Bare,8/12/18 4:50
SK,1.7,11.3,31.8,Bare,SK.Bare,8/12/18 5:00
SK,1.9,11.3,31.8,Bare,SK.Bare,8/12/18 5:10
SK,2.2,11.4,31.8,Bare,SK.Bare,8/12/18 5:20
SK,2.1,11.4,31.7,Bare,SK.Bare,8/12/18 5:30
SK,1.9,11.4,31.7,Bare,SK.Bare,8/12/18 5:40
SK,2.1,11.4,31.7,Bare,SK.Bare,8/12/18 5:50
SK,2.3,11.4,31.7,Bare,SK.Bare,8/12/18 6:00
SK,2.3,11.4,31.6,Bare,SK.Bare,8/12/18 6:10
SK,2.3,11.4,31.7,Bare,SK.Bare,8/12/18 6:20
SK,2.2,11.4,31.7,Bare,SK.Bare,8/12/18 6:30
SK,2.2,11.4,31.7,Bare,SK.Bare,8/12/18 6:40
SK,2.1,11.4,31.7,Bare,SK.Bare,8/12/18 6:50
SK,2.3,11.4,31.7,Bare,SK.Bare,8/12/18 7:00
SK,2.4,11.4,31.7,Bare,SK.Bare,8/12/18 7:10
SK,2.4,11.4,31.7,Bare,SK.Bare,8/12/18 7:20
SK,2.5,11.4,31.7,Bare,SK.Bare,8/12/18 7:30
SK,2.4,11.4,31.7,Bare,SK.Bare,8/12/18 7:40
SK,2.4,11.5,30.5,Bare,SK.Bare,8/12/18 7:50
SK,2.4,11.5,31.6,Bare,SK.Bare,8/12/18 8:00
SK,2.4,11.5,31.6,Bare,SK.Bare,8/12/18 8:10
SK,2.5,11.5,31.6,Bare,SK.Bare,8/12/18 8:20
SK,2.4,11.6,31.6,Bare,SK.Bare,8/12/18 8:30
SK,2.7,11.5,31.6,Bare,SK.Bare,8/12/18 8:40
SK,3,11.5,31.6,Bare,SK.Bare,8/12/18 8:50
SK,3.2,11.5,31.6,Bare,SK.Bare,8/12/18 9:00
SK,3.2,11.6,31.6,Bare,SK.Bare,8/12/18 9:10
SK,3.1,11.6,31.6,Bare,SK.Bare,8/12/18 9:20
SK,3.1,11.7,31.5,Bare,SK.Bare,8/12/18 9:30
SK,3.3,11.8,31.5,Bare,SK.Bare,8/12/18 9:40
SK,3.7,11.9,31.4,Bare,SK.Bare,8/12/18 9:50
SK,3.7,12,31.3,Bare,SK.Bare,8/12/18 10:00
SK,4.6,12.2,30.9,Bare,SK.Bare,8/12/18 10:10
SK,6.2,13.1,30,Bare,SK.Bare,8/12/18 10:20
SK,6.6,13.9,29.4,Bare,SK.Bare,8/12/18 10:30
SK,6.3,13,30.5,Eelgrass,SK.Eelgrass,8/11/18 13:30
SK,6.3,13,30.4,Eelgrass,SK.Eelgrass,8/11/18 13:40
SK,6.1,12.8,30.5,Eelgrass,SK.Eelgrass,8/11/18 13:50
SK,6.1,12.7,30.5,Eelgrass,SK.Eelgrass,8/11/18 14:00
SK,5.8,12.6,30.5,Eelgrass,SK.Eelgrass,8/11/18 14:10
SK,5.7,12.5,30.6,Eelgrass,SK.Eelgrass,8/11/18 14:20
SK,5.6,12.4,30.6,Eelgrass,SK.Eelgrass,8/11/18 14:30
SK,5.6,12.3,30.6,Eelgrass,SK.Eelgrass,8/11/18 14:40
SK,5.3,12.2,30.6,Eelgrass,SK.Eelgrass,8/11/18 14:50
SK,5.2,12.1,30.6,Eelgrass,SK.Eelgrass,8/11/18 15:00
SK,5.2,12.1,30.6,Eelgrass,SK.Eelgrass,8/11/18 15:10
SK,5.2,12,30.7,Eelgrass,SK.Eelgrass,8/11/18 15:20
SK,4.8,11.9,30.7,Eelgrass,SK.Eelgrass,8/11/18 15:30
SK,4.6,11.8,30.7,Eelgrass,SK.Eelgrass,8/11/18 15:40
SK,4.5,11.8,30.7,Eelgrass,SK.Eelgrass,8/11/18 15:50
SK,4.4,11.7,30.7,Eelgrass,SK.Eelgrass,8/11/18 16:00
SK,4.3,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 16:10
SK,4.2,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 16:20
SK,4.3,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 16:30
SK,4.3,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 16:40
SK,4.2,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 16:50
SK,4,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:00
SK,3.9,11.6,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:10
SK,3.8,11.5,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:20
SK,3.6,11.5,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:30
SK,3.4,11.4,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:40
SK,3.2,11.3,30.8,Eelgrass,SK.Eelgrass,8/11/18 17:50
SK,2.9,11.2,30.8,Eelgrass,SK.Eelgrass,8/11/18 18:00
SK,2.8,11.2,30.8,Eelgrass,SK.Eelgrass,8/11/18 18:10
SK,2.7,11.2,30.8,Eelgrass,SK.Eelgrass,8/11/18 18:20
SK,2.6,11.1,30.8,Eelgrass,SK.Eelgrass,8/11/18 18:30
SK,2.4,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 18:40
SK,2.4,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 18:50
SK,2.3,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:00
SK,2.2,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:10
SK,2.2,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:20
SK,2.1,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:30
SK,2.1,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:40
SK,2,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 19:50
SK,1.9,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:00
SK,1.9,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:10
SK,2,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:20
SK,1.9,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:30
SK,1.9,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:40
SK,1.8,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 20:50
SK,1.7,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:00
SK,1.8,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:10
SK,1.8,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:20
SK,1.7,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:30
SK,1.7,10.9,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:40
SK,1.7,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 21:50
SK,1.7,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:00
SK,1.6,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:10
SK,1.6,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:20
SK,1.5,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:30
SK,1.5,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:40
SK,1.4,11,30.9,Eelgrass,SK.Eelgrass,8/11/18 22:50
SK,1.5,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:00
SK,1.5,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:10
SK,1.5,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:20
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:30
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:40
SK,1.9,11.1,30.9,Eelgrass,SK.Eelgrass,8/11/18 23:50
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:00
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:10
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:20
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:30
SK,1.4,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:40
SK,1.5,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 0:50
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:00
SK,1.7,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:10
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:20
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:30
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:40
SK,1.4,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 1:50
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:00
SK,1.7,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:10
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:20
SK,2,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:30
SK,1.9,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:40
SK,1.9,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 2:50
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:00
SK,1.9,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:10
SK,1.8,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:20
SK,1.7,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:30
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:40
SK,1.7,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 3:50
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:00
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:10
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:20
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:30
SK,1.6,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:40
SK,1.5,11.1,30.9,Eelgrass,SK.Eelgrass,8/12/18 4:50
SK,1.5,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:00
SK,1.5,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:10
SK,1.5,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:20
SK,1.4,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:30
SK,1.3,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:40
SK,1.2,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 5:50
SK,1.1,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:00
SK,1,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:10
SK,1,11.2,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:20
SK,0.9,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:30
SK,0.9,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:40
SK,0.9,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 6:50
SK,1,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:00
SK,0.9,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:10
SK,0.8,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:20
SK,0.7,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:30
SK,0.7,11.3,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:40
SK,0.6,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 7:50
SK,0.5,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:00
SK,0.5,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:10
SK,0.5,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:20
SK,0.5,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:30
SK,0.8,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:40
SK,1.1,11.4,30.9,Eelgrass,SK.Eelgrass,8/12/18 8:50
SK,0.9,11.5,30.9,Eelgrass,SK.Eelgrass,8/12/18 9:00
SK,1,11.5,30.9,Eelgrass,SK.Eelgrass,8/12/18 9:10
SK,1.2,11.5,30.8,Eelgrass,SK.Eelgrass,8/12/18 9:20
SK,2,11.5,30.8,Eelgrass,SK.Eelgrass,8/12/18 9:30
SK,2.3,11.5,30.8,Eelgrass,SK.Eelgrass,8/12/18 9:40
SK,2.7,11.6,30.6,Eelgrass,SK.Eelgrass,8/12/18 9:50
SK,3.4,11.7,30.6,Eelgrass,SK.Eelgrass,8/12/18 10:00
SK,3.8,11.8,30.6,Eelgrass,SK.Eelgrass,8/12/18 10:10
SK,4,11.9,30.6,Eelgrass,SK.Eelgrass,8/12/18 10:20
SK,4.6,12,30.6,Eelgrass,SK.Eelgrass,8/12/18 10:30
